CALL_TIME,CALLING_NUMBER,CALLED_NUMBER,DURATION,DESTINATION NAME
11/01/2016 11:49,924232560901,923343044483,13,Pakistan-Ufone-Mobile
11/01/2016 11:49,922137130400,923002948757,53,Pakistan-Mobilink-Mobile
11/01/2016 11:49,922137130023,923452009032,21,Pakistan-Telenor-Mobile
11/01/2016 11:49,924232560850,923224501348,266,Pakistan-Warid-Mobile
11/01/2016 11:49,924232560406,923132984410,70,Pakistan-Zong-Mobile
11/01/2016 11:49,922137130109,923236556666,72,Pakistan-Warid-Mobile
11/01/2016 11:49,922137132500,923332299951,246,Pakistan-Ufone-Mobile
11/01/2016 11:49,922137132500,923228403844,33,Pakistan-Warid-Mobile
11/01/2016 11:49,924232560400,923334857972,12,Pakistan-Ufone-Mobile
11/01/2016 11:49,922137130228,923332132031,180,Pakistan-Ufone-Mobile
11/01/2016 11:49,922137132500,923132732735,253,Pakistan-Zong-Mobile
11/01/2016 11:51,924232560170,923214656190,15,Pakistan-Warid-Mobile
11/01/2016 11:51,922137130227,923232921530,38,Pakistan-Warid-Mobile
11/01/2016 11:51,922137130231,923002122471,37,Pakistan-Mobilink-Mobile
11/01/2016 11:51,922137130095,923462305825,21,Pakistan-Telenor-Mobile
11/01/2016 11:51,922137130435,923009274002,20,Pakistan-Mobilink-Mobile
11/01/2016 11:51,92517080170,923213425389,64,Pakistan-Warid-Mobile
11/01/2016 11:51,922137131629,923332385927,109,Pakistan-Ufone-Mobile
11/01/2016 11:51,922137132500,923338605241,157,Pakistan-Ufone-Mobile
11/01/2016 11:51,924232560171,923219422871,18,Pakistan-Warid-Mobile
11/01/2016 11:51,922137130227,923334641306,51,Pakistan-Ufone-Mobile
11/01/2016 11:51,922137130041,923408647215,69,Pakistan-Telenor-Mobile
11/01/2016 11:51,922137132235,923333859684,185,Pakistan-Ufone-Mobile
11/01/2016 11:51,924232560406,923432033757,15,Pakistan-Telenor-Mobile
11/01/2016 11:51,922137130094,923002099489,96,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130231,923452474053,63,Pakistan-Telenor-Mobile
11/01/2016 11:52,924232560050,923219668077,34,Pakistan-Warid-Mobile
11/01/2016 11:52,92517080170,923143115077,272,Pakistan-Zong-Mobile
11/01/2016 11:52,924232560170,923004176169,20,Pakistan-Mobilink-Mobile
11/01/2016 11:52,924232560406,923135805828,104,Pakistan-Zong-Mobile
11/01/2016 11:52,924232560171,923201416981,133,Pakistan-Warid-Mobile
11/01/2016 11:52,92532210050,923316313664,39,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137130095,923224808703,24,Pakistan-Warid-Mobile
11/01/2016 11:52,922137130359,923008299905,50,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137131629,923002310815,76,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130226,923222225178,28,Pakistan-Warid-Mobile
11/01/2016 11:52,924232560172,923008256421,131,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130400,923122393385,27,Pakistan-Zong-Mobile
11/01/2016 11:52,922137130400,923442344591,396,Pakistan-Telenor-Mobile
11/01/2016 11:52,92528250210,923338753040,40,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137131900,923012716654,37,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130400,923452431557,35,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137130359,923332189590,54,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137130231,923002163736,349,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130231,923361311116,56,Pakistan-Ufone-Mobile
11/01/2016 11:52,924232560400,923224432888,60,Pakistan-Warid-Mobile
11/01/2016 11:52,922137130098,923334223943,28,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137132233,923130212759,41,Pakistan-Zong-Mobile
11/01/2016 11:52,922137133500,923468286907,81,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137133500,923129450110,506,Pakistan-Zong-Mobile
11/01/2016 11:52,922137130211,923442870209,12,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137137425,923054919855,29,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130104,923002705080,18,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137131601,923002030634,171,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137133500,923332072546,37,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137130359,923452202780,156,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137130144,923002845927,41,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130231,923363263791,101,Pakistan-Ufone-Mobile
11/01/2016 11:52,924232560901,923332118062,16,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137130099,923008523900,15,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137130400,923459855935,18,Pakistan-Telenor-Mobile
11/01/2016 11:52,924232560170,923047384930,60,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137131501,923332108367,66,Pakistan-Ufone-Mobile
11/01/2016 11:52,924232560024,923448499944,70,Pakistan-Telenor-Mobile
11/01/2016 11:52,92532210050,923316330477,54,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137130099,923465227367,21,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137130231,923006599000,51,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137131629,923323166826,50,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137137425,923224841863,35,Pakistan-Warid-Mobile
11/01/2016 11:52,922137133500,923341268503,35,Pakistan-Ufone-Mobile
11/01/2016 11:52,92532210050,923461709190,46,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137132235,923223456000,47,Pakistan-Warid-Mobile
11/01/2016 11:52,922137133500,923453211326,72,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137170425,923453994249,78,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137133500,923003313363,69,Pakistan-Mobilink-Mobile
11/01/2016 11:52,924232560400,923004674453,81,Pakistan-Mobilink-Mobile
11/01/2016 11:52,92532210050,923444081847,59,Pakistan-Telenor-Mobile
11/01/2016 11:52,92415270400,923034843941,63,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137131900,923218957821,48,Pakistan-Warid-Mobile
11/01/2016 11:52,92415270400,923007645302,16,Pakistan-Mobilink-Mobile
11/01/2016 11:52,924232560400,923347070708,21,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137170425,923129283153,76,Pakistan-Zong-Mobile
11/01/2016 11:52,924232560171,923217362135,262,Pakistan-Warid-Mobile
11/01/2016 11:52,924232560400,923454070470,151,Pakistan-Telenor-Mobile
11/01/2016 11:52,922137132500,923063640104,1127,Pakistan-Mobilink-Mobile
11/01/2016 11:52,922137133500,923331310084,187,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137132500,923225886173,198,Pakistan-Warid-Mobile
11/01/2016 11:52,922137170425,923222517536,266,Pakistan-Warid-Mobile
11/01/2016 11:52,92517080170,923315370599,189,Pakistan-Ufone-Mobile
11/01/2016 11:52,92517080170,923325597004,87,Pakistan-Ufone-Mobile
11/01/2016 11:52,922137132500,923224402017,145,Pakistan-Warid-Mobile
11/01/2016 11:53,92415270400,923338166716,811,Pakistan-Ufone-Mobile
11/01/2016 11:53,922137130074,923003537996,112,Pakistan-Mobilink-Mobile
11/01/2016 11:53,924232560050,923004491133,119,Pakistan-Mobilink-Mobile
11/01/2016 11:53,922137133500,923070202949,35,Pakistan-Mobilink-Mobile
11/01/2016 11:53,922137130359,923453997214,314,Pakistan-Telenor-Mobile
11/01/2016 11:53,922137132138,923312484089,171,Pakistan-Ufone-Mobile
11/01/2016 11:53,92415270400,923235302800,18,Pakistan-Warid-Mobile
11/01/2016 11:53,924232560554,923224013701,102,Pakistan-Warid-Mobile
11/01/2016 11:53,924232300865,923424328002,111,Pakistan-Telenor-Mobile
11/01/2016 11:53,922137132500,923008603995,98,Pakistan-Mobilink-Mobile
11/01/2016 11:53,922137131623,923452309927,18,Pakistan-Telenor-Mobile
11/01/2016 11:53,922137130359,923222531110,64,Pakistan-Warid-Mobile
11/01/2016 11:53,924232560407,923339627484,77,Pakistan-Ufone-Mobile
11/01/2016 11:53,922137130018,923163000720,48,Pakistan-Zong-Mobile
11/01/2016 11:53,924232560456,923009754774,72,Pakistan-Mobilink-Mobile
11/01/2016 11:53,92528250210,923248660860,44,Pakistan-Warid-Mobile
11/01/2016 11:53,922137130359,923333785501,4,Pakistan-Ufone-Mobile
11/01/2016 11:53,922137130359,923082266001,92,Pakistan-Mobilink-Mobile
11/01/2016 11:53,92415270400,923217882590,27,Pakistan-Warid-Mobile
11/01/2016 11:53,924232560119,923006344275,26,Pakistan-Mobilink-Mobile
11/01/2016 11:53,922137131629,923229050125,135,Pakistan-Warid-Mobile
11/01/2016 11:53,924232560623,923004455722,279,Pakistan-Mobilink-Mobile
11/01/2016 11:54,924232560170,923334800573,71,Pakistan-Ufone-Mobile
11/01/2016 11:54,92517080170,923215105011,67,Pakistan-Warid-Mobile
11/01/2016 11:54,924232300865,923334085052,138,Pakistan-Ufone-Mobile
11/01/2016 11:54,922137131629,923212888845,117,Pakistan-Warid-Mobile
11/01/2016 11:54,922137130123,923028227526,174,Pakistan-Mobilink-Mobile
11/01/2016 11:54,922137131326,923322077725,122,Pakistan-Ufone-Mobile
11/01/2016 11:54,92517080170,923335317640,26,Pakistan-Ufone-Mobile
11/01/2016 11:54,922137130932,923422230755,28,Pakistan-Telenor-Mobile
11/01/2016 11:54,922137133500,923233274665,94,Pakistan-Warid-Mobile
11/01/2016 11:54,922137130098,923363015811,248,Pakistan-Ufone-Mobile
11/01/2016 11:54,924232560127,923018743919,21,Pakistan-Mobilink-Mobile
11/01/2016 11:54,922137132500,923003242359,73,Pakistan-Mobilink-Mobile
11/01/2016 11:54,924232560400,923009417383,77,Pakistan-Mobilink-Mobile
11/01/2016 11:54,922137132500,923369485866,60,Pakistan-Ufone-Mobile
11/01/2016 11:54,924232560456,923325666039,36,Pakistan-Ufone-Mobile
11/01/2016 11:54,922137130094,923003948221,25,Pakistan-Mobilink-Mobile
11/01/2016 11:54,922137130227,923162350572,36,Pakistan-Zong-Mobile
11/01/2016 11:54,922137130094,923162462607,25,Pakistan-Zong-Mobile
11/01/2016 11:54,922137132009,923012398436,42,Pakistan-Mobilink-Mobile
11/01/2016 11:55,924232560001,923244063320,35,Pakistan-Warid-Mobile
11/01/2016 11:55,922137132005,923223705151,24,Pakistan-Warid-Mobile
11/01/2016 11:55,922137132233,923323688877,145,Pakistan-Ufone-Mobile
11/01/2016 11:55,922137130099,923465019627,45,Pakistan-Telenor-Mobile
11/01/2016 11:55,92612001000,923214431189,61,Pakistan-Warid-Mobile
11/01/2016 11:55,924232560400,923004013529,17,Pakistan-Mobilink-Mobile
11/01/2016 11:55,922137130231,923004872204,25,Pakistan-Mobilink-Mobile
11/01/2016 11:55,922137132001,923448725237,42,Pakistan-Telenor-Mobile
11/01/2016 11:55,922137133500,923040923390,17,Pakistan-Mobilink-Mobile
11/01/2016 11:55,922137130980,923008235157,1792,Pakistan-Mobilink-Mobile
11/01/2016 11:55,92517080170,923145386233,53,Pakistan-Zong-Mobile
11/01/2016 11:55,922137130144,923332187416,141,Pakistan-Ufone-Mobile
11/01/2016 11:55,922137130099,923453707602,20,Pakistan-Telenor-Mobile
11/01/2016 11:55,922137131629,923363229781,99,Pakistan-Ufone-Mobile
11/01/2016 11:55,922137132500,923005581776,83,Pakistan-Mobilink-Mobile
11/01/2016 11:55,924232560170,923344003965,429,Pakistan-Ufone-Mobile
11/01/2016 11:55,922137131629,923452464996,32,Pakistan-Telenor-Mobile
11/01/2016 11:55,922137130162,923424212675,265,Pakistan-Telenor-Mobile
11/01/2016 11:55,922137132500,923201955361,24,Pakistan-Warid-Mobile
11/01/2016 11:55,922137130770,923312626624,33,Pakistan-Ufone-Mobile
11/01/2016 11:55,922137130510,923018293565,42,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137133500,923129450110,13,Pakistan-Zong-Mobile
11/01/2016 11:35,924232305328,923161463758,190,Pakistan-Zong-Mobile
11/01/2016 11:35,922137132500,923022797305,151,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137132233,923212086791,30,Pakistan-Warid-Mobile
11/01/2016 11:35,92517080170,923455575094,213,Pakistan-Telenor-Mobile
11/01/2016 11:35,924232560623,923004456031,61,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137130098,923006819227,49,Pakistan-Mobilink-Mobile
11/01/2016 11:35,924232300309,923056336548,23,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137130400,923004474756,22,Pakistan-Mobilink-Mobile
11/01/2016 11:35,924232560170,923344335694,15,Pakistan-Ufone-Mobile
11/01/2016 11:35,924232560901,923009634801,19,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137132500,923455599379,86,Pakistan-Telenor-Mobile
11/01/2016 11:35,924232560155,923244774996,46,Pakistan-Warid-Mobile
11/01/2016 11:35,922137130074,923009686951,91,Pakistan-Mobilink-Mobile
11/01/2016 11:35,924232560170,923009496445,114,Pakistan-Mobilink-Mobile
11/01/2016 11:35,924232560400,923334913004,32,Pakistan-Ufone-Mobile
11/01/2016 11:35,922137132500,923339730833,62,Pakistan-Ufone-Mobile
11/01/2016 11:35,924232560232,923009797790,42,Pakistan-Mobilink-Mobile
11/01/2016 11:35,922137132500,923435487048,9,Pakistan-Telenor-Mobile
11/01/2016 11:37,924232560475,923024381543,249,Pakistan-Mobilink-Mobile
11/01/2016 11:37,922137130098,923122020100,28,Pakistan-Zong-Mobile
11/01/2016 11:37,924232560119,923005799627,520,Pakistan-Mobilink-Mobile
11/01/2016 11:37,922137132500,923335030909,110,Pakistan-Ufone-Mobile
11/01/2016 11:37,92612001000,923452266207,29,Pakistan-Telenor-Mobile
11/01/2016 11:37,922137130144,923002905896,185,Pakistan-Mobilink-Mobile
11/01/2016 11:37,92517080170,923335111055,67,Pakistan-Ufone-Mobile
11/01/2016 11:37,924232560170,923218237420,25,Pakistan-Warid-Mobile
11/01/2016 11:37,924232560172,923004426122,51,Pakistan-Mobilink-Mobile
11/01/2016 11:37,922137130231,923335209281,247,Pakistan-Ufone-Mobile
11/01/2016 11:37,922137170425,923351459187,142,Pakistan-Ufone-Mobile
11/01/2016 11:37,924232560407,923237615303,153,Pakistan-Warid-Mobile
11/01/2016 11:37,924232560400,923354714041,164,Pakistan-Ufone-Mobile
11/01/2016 11:37,924232560400,923324768341,64,Pakistan-Ufone-Mobile
11/01/2016 11:37,922137133500,923453309885,355,Pakistan-Telenor-Mobile
11/01/2016 11:37,922137130231,923032904232,473,Pakistan-Mobilink-Mobile
11/01/2016 11:37,922137133500,923222332875,105,Pakistan-Warid-Mobile
11/01/2016 11:37,922137130144,923112366341,52,Pakistan-Zong-Mobile
11/01/2016 11:40,924232560901,923455755520,14,Pakistan-Telenor-Mobile
11/01/2016 11:40,924232560400,923234295610,62,Pakistan-Warid-Mobile
11/01/2016 11:40,922137130228,923216670666,41,Pakistan-Warid-Mobile
11/01/2016 11:40,924232560400,923214600379,70,Pakistan-Warid-Mobile
11/01/2016 11:40,922137130144,923212700654,38,Pakistan-Warid-Mobile
11/01/2016 11:40,922137130099,923217739693,27,Pakistan-Warid-Mobile
11/01/2016 11:40,922137171325,923453147811,337,Pakistan-Telenor-Mobile
11/01/2016 11:40,924232560170,923034170585,344,Pakistan-Mobilink-Mobile
11/01/2016 11:40,924232560257,923344155669,64,Pakistan-Ufone-Mobile
11/01/2016 11:40,924232560263,923008480002,145,Pakistan-Mobilink-Mobile
11/01/2016 11:40,924232560037,923458594199,221,Pakistan-Telenor-Mobile
11/01/2016 11:40,924232560623,923004455975,16,Pakistan-Mobilink-Mobile
11/01/2016 11:40,924232560020,923452570086,103,Pakistan-Telenor-Mobile
11/01/2016 11:40,922137130231,923018294411,67,Pakistan-Mobilink-Mobile
11/01/2016 11:40,922137130024,923149997779,142,Pakistan-Zong-Mobile
11/01/2016 11:40,922137130144,923332245190,18,Pakistan-Ufone-Mobile
11/01/2016 11:40,922137130041,923002210919,7,Pakistan-Mobilink-Mobile
11/01/2016 11:40,922137130023,923444489172,112,Pakistan-Telenor-Mobile
11/01/2016 11:40,922137130505,923458245503,50,Pakistan-Telenor-Mobile
11/01/2016 11:42,922137130144,923432715582,74,Pakistan-Telenor-Mobile
11/01/2016 11:42,922137130435,923002656132,73,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137130099,923454951616,21,Pakistan-Telenor-Mobile
11/01/2016 11:42,922137133500,923333677818,33,Pakistan-Ufone-Mobile
11/01/2016 11:42,924232560456,923215077709,33,Pakistan-Warid-Mobile
11/01/2016 11:42,922137130227,923008026123,99,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137130230,923340552203,34,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137131569,923249200760,42,Pakistan-Warid-Mobile
11/01/2016 11:42,922137130123,923452145215,125,Pakistan-Telenor-Mobile
11/01/2016 11:42,924232560407,923335150042,35,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137171325,923006284716,124,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137132109,923352995353,213,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137130144,923333636561,6,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137130393,923032100763,16,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137132226,923232335137,58,Pakistan-Warid-Mobile
11/01/2016 11:42,924232560406,923009609473,104,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137133500,923333588789,53,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137131618,923009255776,66,Pakistan-Mobilink-Mobile
11/01/2016 11:42,924232300325,923105143439,152,Pakistan-Zong-Mobile
11/01/2016 11:42,922137130098,923216048455,79,Pakistan-Warid-Mobile
11/01/2016 11:42,92517080170,923219581992,13,Pakistan-Warid-Mobile
11/01/2016 11:42,922137130231,923332201315,184,Pakistan-Ufone-Mobile
11/01/2016 11:42,922137130099,923068053142,26,Pakistan-Mobilink-Mobile
11/01/2016 11:42,922137170425,923142262088,38,Pakistan-Zong-Mobile
11/01/2016 11:42,922137130024,923417220825,128,Pakistan-Telenor-Mobile
11/01/2016 11:44,922137132500,923025689966,120,Pakistan-Mobilink-Mobile
11/01/2016 11:44,92532210050,923458603069,46,Pakistan-Telenor-Mobile
11/01/2016 11:44,924232560170,923004487455,30,Pakistan-Mobilink-Mobile
11/01/2016 11:44,922137132500,923006330908,14,Pakistan-Mobilink-Mobile
11/01/2016 11:44,924232560278,923008408948,69,Pakistan-Mobilink-Mobile
11/01/2016 11:44,922137134909,923003295551,40,Pakistan-Mobilink-Mobile
11/01/2016 11:44,922137130144,923122340153,167,Pakistan-Zong-Mobile
